Event name,Event type,Event region,Student token,Student state,Attendance State,Attended,Current situation,Institution,Qualification,Year of study,Final year?,Region interests,Created at
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,5d58d7a380398277dfe53a35a190caf2,hidden,registered,FALSE,studying,Whitireia New Zealand,Bachelor of Information Technology,3,FALSE,Wellington,2017-08-02 15:35:24 +1200
Git Masterclass,Code Bootcamp,Wellington,4a5169dff4c3507efc9bb9e9c4f7bd90,available,registered,FALSE,studying,Whitireia New Zealand,Graduate Diploma In Software Development,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-02 15:37:00 +1200
AWS Masterclass,Code Bootcamp,Wellington,4a5169dff4c3507efc9bb9e9c4f7bd90,available,registered,FALSE,studying,Whitireia New Zealand,Graduate Diploma In Software Development,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-02 15:39:26 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,2bdcc6fe7b609d9c398a7b3e0ca0af59,hidden,registered,FALSE,studying,Media Design School,BSc media design interactive major,2,FALSE,Auckland,2017-08-02 15:41:50 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,1963f5873085dcaab43e0bbfdfa92b8d,available,registered,TRUE,graduated,Auckland University,Bachelor of Commerce,1,TRUE,"Auckland, Hamilton, Tauranga, Wellington",2017-08-02 15:46:20 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,52eb6a28237896bbe5efb523eec5f522,hidden,registered,TRUE,studying,Victoria University of Wellington,BEng in Software Engineering,4,TRUE,Wellington,2017-08-02 15:53:12 +1200
Data Visualisation Fundamentals,Marketing Bootcamp,Wellington,42e5138314cc628123e7e910103c9558,preparing,registered,TRUE,studying,Victoria University of Wellington,BCom in Marketing and Human Resource Management,2,FALSE,"Dunedin, Tauranga, Wellington",2017-08-02 16:10:05 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,ff595240caf0c8e511307411633f8704,available,registered,FALSE,studying,Victoria University of Wellington,BE(hons) Software Engineering,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-02 16:15:36 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,ff595240caf0c8e511307411633f8704,available,registered,FALSE,studying,Victoria University of Wellington,BE(hons) Software Engineering,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-02 16:15:54 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,52eb6a28237896bbe5efb523eec5f522,hidden,invited,FALSE,studying,Victoria University of Wellington,BEng in Software Engineering,4,TRUE,Wellington,2017-08-02 16:16:04 +1200
Data Visualisation Fundamentals,Marketing Bootcamp,Wellington,956da52c1e1dfe6f59fcd0c6c1a331b7,hidden,registered,TRUE,studying,Victoria University of Wellington,BCOM in Marketing and Commercial Law,3,TRUE,"Auckland, Christchurch, Wellington",2017-08-02 17:12:21 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,2504a07bd1367e9db956b51ae0671201,available,registered,TRUE,studying,Victoria University of Wellington,"BSc in Computer Science, Maths",2,FALSE,"Auckland, Wellington",2017-08-02 17:33:34 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,827879b7e859a00f201c7295c9db385d,available,registered,TRUE,studying,Victoria University of Wellington,BE Software ,2,FALSE,Wellington,2017-08-02 17:38:14 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,bde8a785637b4fd9eb434f4b15c65b0d,available,registered,TRUE,studying,Massey University (Wellington),Bachelor of VCD design honours,4,TRUE,Wellington,2017-08-02 17:45:48 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,d5933961986197268ddfc72d3a177270,hidden,registered,FALSE,studying,Auckland University of Technology,"BCIS Double Major(Networks & Security,Software)",2,FALSE,"Auckland, Hamilton, Wellington",2017-08-02 19:41:55 +1200
Security 101,Code Bootcamp,Auckland,d5933961986197268ddfc72d3a177270,hidden,registered,TRUE,studying,Auckland University of Technology,"BCIS Double Major(Networks & Security,Software)",2,FALSE,"Auckland, Hamilton, Wellington",2017-08-02 19:42:06 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,7635053de23a10c67a4577215f59abf5,available,registered,TRUE,studying,Massey University (Wellington),BDes(Hons),4,TRUE,Wellington,2017-08-02 20:15:53 +1200
AWS Masterclass,Code Bootcamp,Wellington,3333873f6738edfca28f019985eb6843,hidden,registered,TRUE,graduated,Enspiral Dev Academy,Web Development,1,TRUE,Wellington,2017-08-02 21:27:30 +1200
Communication Skills,Career Bootcamp,Wellington,3333873f6738edfca28f019985eb6843,hidden,late_withdrawal,FALSE,graduated,Enspiral Dev Academy,Web Development,1,TRUE,Wellington,2017-08-02 21:33:07 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,3333873f6738edfca28f019985eb6843,hidden,registered,TRUE,graduated,Enspiral Dev Academy,Web Development,1,TRUE,Wellington,2017-08-02 21:33:57 +1200
Communication Skills,Career Bootcamp,Wellington,0b207315861cad9120dec4b3e8b53c00,available,registered,FALSE,studying,Victoria University of Wellington,BCom in marketing ,2,FALSE,Wellington,2017-08-02 21:54:58 +1200
Interview Skills Bootcamp,Career Bootcamp,Wellington,0b207315861cad9120dec4b3e8b53c00,available,registered,FALSE,studying,Victoria University of Wellington,BCom in marketing ,2,FALSE,Wellington,2017-08-02 21:55:42 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,16fa4bda3df6de1b57c1393e76a534eb,hidden,registered,TRUE,studying,Auckland University,BE in Software Engineering,2,FALSE,,2017-08-03 00:09:33 +1200
Security 101,Code Bootcamp,Auckland,16fa4bda3df6de1b57c1393e76a534eb,hidden,registered,TRUE,studying,Auckland University,BE in Software Engineering,2,FALSE,,2017-08-03 00:09:38 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,9c6e8da6a7d34b9804e2dd87b04feefa,available,registered,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering with Honours – BE(Hons),2,FALSE,Wellington,2017-08-03 00:38:20 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,9c6e8da6a7d34b9804e2dd87b04feefa,available,registered,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering with Honours – BE(Hons),2,FALSE,Wellington,2017-08-03 00:38:33 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,37f75a8cf3e87e570bd415198a6fa1d2,available,registered,TRUE,graduated,Whitireia New Zealand,PostGraduate Diploma in Information Technology (Level 8 ),1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-03 01:04:32 +1200
Security 101,Code Bootcamp,Auckland,4fbb7bfd80e87bd3811285a4930bae40,hidden,registered,TRUE,studying,Auckland University,BE(Hons) in Software Engineering,2,FALSE,Auckland,2017-08-03 01:07:31 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,f9e1dd162aa1c0c93ed1152c2b9a5bfa,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc/BCom in Computer Science and Finance,2,FALSE,Wellington,2017-08-03 09:14:50 +1200
Security 101,Code Bootcamp,Auckland,54675570cdb9f153741eda3c7e15c8bd,available,registered,TRUE,studying,Auckland University,Master of Information Technology,5,FALSE,Auckland,2017-08-03 10:06:44 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,54675570cdb9f153741eda3c7e15c8bd,available,registered,TRUE,studying,Auckland University,Master of Information Technology,5,FALSE,Auckland,2017-08-03 10:13:05 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,7c172c60c1ccfc359b03b465d1876f06,preparing,registered,FALSE,studying,Media Design School,Bachelor of Media Design,2,FALSE,Auckland,2017-08-03 10:36:57 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,f6788e77eda82877993a473aeaba2e58,available,registered,FALSE,graduated,Victoria University of Wellington,Bachelor of Science ,1,TRUE,"Auckland, Tauranga, Wellington",2017-08-03 10:50:13 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,f99009189eb9e44bf180fd342553f184,hidden,registered,TRUE,graduated,Victoria University of Wellington,Conjoint Bachelors Degree in Commerce (Marketing and Management Double Major) and Tourism Management,1,TRUE,Wellington,2017-08-03 10:52:13 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,f6788e77eda82877993a473aeaba2e58,available,registered,TRUE,graduated,Victoria University of Wellington,Bachelor of Science ,1,TRUE,"Auckland, Tauranga, Wellington",2017-08-03 10:52:24 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,77933a410b56e975598c315b40c088fc,available,registered,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,2,FALSE,Wellington,2017-08-03 11:15:02 +1200
Communication Skills,Career Bootcamp,Wellington,77933a410b56e975598c315b40c088fc,available,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,2,FALSE,Wellington,2017-08-03 11:16:26 +1200
Interview Skills Bootcamp,Career Bootcamp,Wellington,77933a410b56e975598c315b40c088fc,available,registered,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,2,FALSE,Wellington,2017-08-03 11:16:53 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,77933a410b56e975598c315b40c088fc,available,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,2,FALSE,Wellington,2017-08-03 11:17:10 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,88d616daba38723f5dac7894c841f5aa,available,registered,TRUE,graduated,Whitireia New Zealand,Graduate Diploma in Information Technology,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-03 12:20:13 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,88d616daba38723f5dac7894c841f5aa,available,registered,TRUE,graduated,Whitireia New Zealand,Graduate Diploma in Information Technology,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-03 12:22:19 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,24f6f81a5e67c5c12edd5bb97f98796c,available,registered,FALSE,graduated,Enspiral Dev Academy,software programming,1,TRUE,"Auckland, Wanaka",2017-08-03 12:50:25 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,a44c2359953fb073b6cd08877f791ebc,available,registered,FALSE,graduated,Whitireia New Zealand,Postgraduate Diploma in IT,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-03 13:36:29 +1200
Intro to IoT: Home Security,Code Bootcamp,Wellington,ece3b038e95889891213c3611d540b63,available,late_withdrawal,FALSE,studying,Victoria University of Wellington,BEHONS,3,FALSE,"PalmerstonNorth, Wellington",2017-08-03 13:42:26 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,ece3b038e95889891213c3611d540b63,available,registered,TRUE,studying,Victoria University of Wellington,BEHONS,3,FALSE,"PalmerstonNorth, Wellington",2017-08-03 13:42:46 +1200
Communication Skills,Career Bootcamp,Wellington,76f0cb42ea82c6965713b36361417da7,available,late_withdrawal,FALSE,studying,Victoria University of Wellington,Bcom in Information System ,4,TRUE,"Auckland, PalmerstonNorth, Wellington",2017-08-03 13:52:09 +1200
Intro to IoT: Home Security,Code Bootcamp,Wellington,4a4d7d651a9631a33fab68e3e35d30be,available,registered,TRUE,studying,Whitireia New Zealand,postgraduate diploma in IT,1,TRUE,"Auckland, Dunedin, Hamilton, Wellington",2017-08-03 15:28:58 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,58911a3ca065dd09069e01ec2920f8b3,hidden,registered,TRUE,studying,Victoria University of Wellington,BEHon in Software Engineering,3,FALSE,"Christchurch, Wellington",2017-08-03 15:33:21 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,5a7ff7d15ebad9d1de93ee68e8243827,available,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,4,TRUE,Wellington,2017-08-03 15:38:37 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-08-03 15:38:37 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,9309d5930038b03be412b391e8956803,available,registered,TRUE,studying,Victoria University of Wellington,"Bachelors of Engineering (Honours), Majoring in Network Engineering",1,FALSE,Wellington,2017-08-03 15:38:37 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,9c6e8da6a7d34b9804e2dd87b04feefa,available,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering with Honours – BE(Hons),2,FALSE,Wellington,2017-08-03 15:38:37 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,d5172599c25bfb827f385aefb3cade02,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,2,FALSE,"Auckland, Wellington",2017-08-03 15:38:37 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,5c57458ab95d551c159f7e3481399ef9,hidden,registered,FALSE,studying,Victoria University of Wellington,BE in Software Engineering,3,FALSE,Wellington,2017-08-03 15:38:38 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,b4d48130391f953ba2f57ec5be10b681,available,invited,FALSE,studying,University of Canterbury,BSc in Computer Science,3,TRUE,"Auckland, Christchurch, Wellington",2017-08-03 15:38:38 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,0e1c3327fb9b06cc5e858df7792ff577,available,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) Software,2,FALSE,"Auckland, Wellington",2017-08-03 15:38:38 +1200
Hackfest Wellington - Warm Up,Hackfest: Coders,Wellington,9cf86b0ba873e09983a7151e7e8f893c,hidden,registered,TRUE,graduated,Computer Power Plus,Diploma in Software Development,2,TRUE,Wellington,2017-08-03 15:38:38 +1200
Hackfest Wellington - Coders,Hackfest: Coders,Wellington,5a7ff7d15ebad9d1de93ee68e8243827,available,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,4,TRUE,Wellington,2017-08-03 15:40:16 +1200
Hackfest Wellington - Coders,Hackfest: Coders,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-08-03 15:40:16 +1200
Hackfest Wellington - Coders,Hackfest: Coders,Wellington,9309d5930038b03be412b391e8956803,available,registered,TRUE,studying,Victoria University of Wellington,"Bachelors of Engineering (Honours), Majoring in Network Engineering",1,FALSE,Wellington,2017-08-03 15:40:16 +1200
Hackfest Wellington - Coders,Hackfest: Coders,Wellington,9c6e8da6a7d34b9804e2dd87b04feefa,available,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering with Honours – BE(Hons),2,FALSE,Wellington,2017-08-03 15:40:16 +1200
Hackfest Wellington - Coders,Hackfest: Coders,Wellington,9cf86b0ba873e09983a7151e7e8f893c,hidden,registered,TRUE,graduated,Computer Power Plus,Diploma in Software Development,2,TRUE,Wellington,2017-08-03 15:40:16 +1200
Hackfest Wellington - Coders,Hackfest: Coders,Wellington,b4d48130391f953ba2f57ec5be10b681,available,registered,TRUE,studying,University of Canterbury,BSc in Computer Science,3,TRUE,"Auckland, Christchurch, Wellington",2017-08-03 15:40:16 +1200
Hackfest Wellington - Coders,Hackfest: Coders,Wellington,d5172599c25bfb827f385aefb3cade02,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,2,FALSE,"Auckland, Wellington",2017-08-03 15:40:16 +1200
Hackfest Wellington - Coders,Hackfest: Coders,Wellington,0e1c3327fb9b06cc5e858df7792ff577,available,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) Software,2,FALSE,"Auckland, Wellington",2017-08-03 15:40:46 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,176f7e6c277602c70c0e17f857461d73,hidden,registered,FALSE,studying,Auckland University,Bachelor of Commerce and Science,2,FALSE,"Auckland, Christchurch, Wellington",2017-08-03 16:13:00 +1200
Security 101,Code Bootcamp,Auckland,ac92b77db4f4ec12968f67afc472ea37,available,late_withdrawal,FALSE,studying,Auckland University,BSC in Computer Science and Information Systems,2,FALSE,"Auckland, Wellington",2017-08-03 16:38:28 +1200
Intro to IoT: Home Security,Code Bootcamp,Wellington,736dc1c94334d4bf9670d15fb1005ff6,preparing,registered,TRUE,studying,Victoria University of Wellington,Bsc (Hons) in Network Engineering,2,TRUE,"Wellington, Auckland, Tauranga, Christchurch, PalmerstonNorth, Dunedin",2017-08-03 16:55:22 +1200
Git Masterclass,Code Bootcamp,Wellington,736dc1c94334d4bf9670d15fb1005ff6,preparing,registered,TRUE,studying,Victoria University of Wellington,Bsc (Hons) in Network Engineering,2,TRUE,"Wellington, Auckland, Tauranga, Christchurch, PalmerstonNorth, Dunedin",2017-08-03 16:55:58 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,736dc1c94334d4bf9670d15fb1005ff6,preparing,registered,FALSE,studying,Victoria University of Wellington,Bsc (Hons) in Network Engineering,2,TRUE,"Wellington, Auckland, Tauranga, Christchurch, PalmerstonNorth, Dunedin",2017-08-03 16:56:44 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-08-03 17:09:37 +1200
Intro to IoT: Home Security,Code Bootcamp,Wellington,5c384e0935a0d4add9291eba11e6c021,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Electronic and Computer Systems Engineering,1,FALSE,,2017-08-03 17:20:36 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,f20f8eff3967e7bc68fe12b6f384cc2a,hidden,registered,TRUE,studying,Victoria University of Wellington,BDI in Media Design,3,TRUE,,2017-08-03 17:22:31 +1200
Communication Skills,Career Bootcamp,Wellington,f20f8eff3967e7bc68fe12b6f384cc2a,hidden,registered,TRUE,studying,Victoria University of Wellington,BDI in Media Design,3,TRUE,,2017-08-03 17:23:14 +1200
Interview Skills Bootcamp,Career Bootcamp,Wellington,f20f8eff3967e7bc68fe12b6f384cc2a,hidden,registered,TRUE,studying,Victoria University of Wellington,BDI in Media Design,3,TRUE,,2017-08-03 17:23:50 +1200
Git Masterclass,Code Bootcamp,Wellington,bcf36379fe04b1cc67619882647fdd14,hidden,registered,TRUE,studying,Victoria University of Wellington,"The Bachelor of Engineering (BE), majoring in Software Engineering",3,FALSE,Wellington,2017-08-03 17:30:14 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,bc459f6593bd82613d11061a9b32eb62,hidden,registered,TRUE,studying,Victoria University of Wellington,BE Software,2,FALSE,Wellington,2017-08-03 17:37:22 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,bc459f6593bd82613d11061a9b32eb62,hidden,registered,TRUE,studying,Victoria University of Wellington,BE Software,2,FALSE,Wellington,2017-08-03 17:38:10 +1200
Intro to IoT: Home Security,Code Bootcamp,Wellington,1baf72b8b9ab57b7314776935ca22ee8,available,registered,TRUE,studying,Whitireia New Zealand,Post graduate diploma in information technology,1,TRUE,"Christchurch, Dunedin, Hamilton, Kaitaia, New Plymouth, PalmerstonNorth, Wanaka, Wellington",2017-08-03 17:44:19 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,1baf72b8b9ab57b7314776935ca22ee8,available,late_withdrawal,FALSE,studying,Whitireia New Zealand,Post graduate diploma in information technology,1,TRUE,"Christchurch, Dunedin, Hamilton, Kaitaia, New Plymouth, PalmerstonNorth, Wanaka, Wellington",2017-08-03 17:48:05 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,039963f7eae62c9bfbbfb856595a4e40,available,registered,TRUE,studying,Massey University (Albany),BInfSci IT & min IS,6,TRUE,Auckland,2017-08-03 17:50:33 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,7e02c1627694a191b87d253cf0675224,hidden,registered,TRUE,graduated,Victoria University of Wellington,Bachelor of Engineering with Honours,1,TRUE,Wellington,2017-08-03 17:54:23 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,259449033a79510299d1c6c837d5e83c,available,registered,TRUE,discontinued,Auckland University,BE (Hons) Software Engineering,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, Wellington",2017-08-03 18:10:17 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,c9b6859249a4e552f5ab4b10256ae73c,available,registered,FALSE,studying,Whitireia New Zealand,Bachelor Of Information Technology,2,FALSE,Wellington,2017-08-03 18:18:51 +1200
Git Masterclass,Code Bootcamp,Wellington,40b51a982640cc9f0afdfee266afcf7e,hidden,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science,3,TRUE,Wellington,2017-08-03 18:31:17 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,40b51a982640cc9f0afdfee266afcf7e,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science,3,TRUE,Wellington,2017-08-03 18:32:46 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,40b51a982640cc9f0afdfee266afcf7e,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science,3,TRUE,Wellington,2017-08-03 18:34:09 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,b17964039c5bb2e8af24c147418b999a,available,registered,TRUE,studying,Victoria University of Wellington,Electronic and Computer System Engineering,3,FALSE,"Auckland, PalmerstonNorth, Wellington",2017-08-03 20:33:07 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,5c384e0935a0d4add9291eba11e6c021,hidden,registered,FALSE,studying,Victoria University of Wellington,BE (Hons) in Electronic and Computer Systems Engineering,1,FALSE,,2017-08-03 20:34:49 +1200
Security 101,Code Bootcamp,Auckland,4354b31f5eaacb2e380670d7279f671b,hidden,registered,TRUE,studying,Auckland University,BE(Hons) Software,4,TRUE,,2017-08-03 20:38:32 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,a4e66c6b97ccccadf33256180fdbd644,available,registered,FALSE,studying,Auckland University,BSc in Information Systems,4,TRUE,Auckland,2017-08-03 21:04:17 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,c320ab70959a0c9fa849850e45911606,available,registered,TRUE,studying,Auckland University,Computer systems engineering,2,FALSE,Auckland,2017-08-03 21:33:48 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,53f78289f3d541af7d6ed2855e88938a,available,registered,FALSE,studying,Unitec Institute of Technology,BSc in Computer Science,3,TRUE,"Auckland, Hamilton, New Plymouth, PalmerstonNorth, Tauranga, Wellington",2017-08-03 21:59:52 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,316ac5c33da9068522ae2e8ae1bd74d5,available,registered,FALSE,studying,Auckland University,Master of Infomation Technology,1,FALSE,"Auckland, Christchurch, Hamilton, Wellington",2017-08-03 23:07:44 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,316ac5c33da9068522ae2e8ae1bd74d5,available,late_withdrawal,FALSE,studying,Auckland University,Master of Infomation Technology,1,FALSE,"Auckland, Christchurch, Hamilton, Wellington",2017-08-03 23:08:01 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,2bb6b1b2cbfc337e2e9195ca1dffb510,available,registered,TRUE,studying,Auckland Institute of Studies,Bachelors in Information Technology (Level-7) ,2,FALSE,Auckland,2017-08-03 23:48:07 +1200
Security 101,Code Bootcamp,Auckland,2bb6b1b2cbfc337e2e9195ca1dffb510,available,registered,TRUE,studying,Auckland Institute of Studies,Bachelors in Information Technology (Level-7) ,2,FALSE,Auckland,2017-08-03 23:48:38 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,2bb6b1b2cbfc337e2e9195ca1dffb510,available,registered,FALSE,studying,Auckland Institute of Studies,Bachelors in Information Technology (Level-7) ,2,FALSE,Auckland,2017-08-03 23:49:20 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,848bd7671184901fd5b63a871de51562,available,registered,FALSE,studying,University of Otago,MSc in Marine Science,6,TRUE,"Auckland, Wellington",2017-08-04 00:29:53 +1200
Interview Skills Bootcamp,Career Bootcamp,Wellington,848bd7671184901fd5b63a871de51562,available,registered,FALSE,studying,University of Otago,MSc in Marine Science,6,TRUE,"Auckland, Wellington",2017-08-04 00:30:24 +1200
Communication Skills,Career Bootcamp,Wellington,848bd7671184901fd5b63a871de51562,available,registered,FALSE,studying,University of Otago,MSc in Marine Science,6,TRUE,"Auckland, Wellington",2017-08-04 00:30:29 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,848bd7671184901fd5b63a871de51562,available,registered,TRUE,studying,University of Otago,MSc in Marine Science,6,TRUE,"Auckland, Wellington",2017-08-04 00:30:40 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,848bd7671184901fd5b63a871de51562,available,registered,FALSE,studying,University of Otago,MSc in Marine Science,6,TRUE,"Auckland, Wellington",2017-08-04 00:30:50 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,4963497f6b0b9200aa0c28fdc2eded7f,available,registered,TRUE,studying,Victoria University of Wellington,BEHONS Software Engineering,2,FALSE,Wellington,2017-08-04 07:43:54 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,b79dcb585a0a169da86ed4a36ef989c8,available,registered,TRUE,studying,Victoria University of Wellington,BSCHON in Electronics and computer system,3,FALSE,Wellington,2017-08-04 09:57:23 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,61dc6e09e57e35537c2ee70a0dffa6d1,preparing,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,4,TRUE,"Christchurch, Dunedin, Wellington",2017-08-04 09:57:28 +1200
Git Masterclass,Code Bootcamp,Wellington,b79dcb585a0a169da86ed4a36ef989c8,available,registered,TRUE,studying,Victoria University of Wellington,BSCHON in Electronics and computer system,3,FALSE,Wellington,2017-08-04 09:58:45 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,51196ebd7a0b0ea49c5c7b01bfe3c1d1,hidden,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,2,FALSE,Wellington,2017-08-04 10:00:15 +1200
